session_id,date,customer_id,channel,device,landing_page,sessions,bounces
S20250720-Pa-De-8598,2025-07-20,,Paid Search,Desktop,/,46,17
S20250720-Pa-Mo-2049,2025-07-20,,Paid Search,Mobile,/,111,41
S20250720-Pa-De-3546,2025-07-20,,Paid Social,Desktop,/,26,13
S20250720-Pa-Mo-6628,2025-07-20,,Paid Social,Mobile,/,93,46
S20250720-Em-De-3674,2025-07-20,,Email,Desktop,/,12,3
S20250720-Em-Mo-8504,2025-07-20,,Email,Mobile,/,48,16
S20250720-Or-De-2613,2025-07-20,,Organic,Desktop,/,81,36
S20250720-Or-Mo-8623,2025-07-20,,Organic,Mobile,/,58,25
S20250720-Re-De-5802,2025-07-20,,Referral,Desktop,/,3,1
S20250720-Re-Mo-4158,2025-07-20,,Referral,Mobile,/,25,9
S20250721-Pa-De-1059,2025-07-21,,Paid Search,Desktop,/,144,48
S20250721-Pa-Mo-7199,2025-07-21,,Paid Search,Mobile,/,17,5
S20250721-Pa-De-4421,2025-07-21,,Paid Social,Desktop,/,31,15
S20250721-Pa-Mo-7580,2025-07-21,,Paid Social,Mobile,/,112,57
S20250721-Em-De-9749,2025-07-21,,Email,Desktop,/,6,1
S20250721-Em-Mo-6965,2025-07-21,,Email,Mobile,/,64,11
S20250721-Or-De-1139,2025-07-21,,Organic,Desktop,/,33,12
S20250721-Or-Mo-8644,2025-07-21,,Organic,Mobile,/,128,48
S20250721-Re-De-4235,2025-07-21,,Referral,Desktop,/,7,2
S20250721-Re-Mo-3594,2025-07-21,,Referral,Mobile,/,34,12
S20250722-Pa-De-1735,2025-07-22,,Paid Search,Desktop,/,5,1
S20250722-Pa-Mo-7777,2025-07-22,,Paid Search,Mobile,/,156,59
S20250722-Pa-De-8268,2025-07-22,,Paid Social,Desktop,/,89,50
S20250722-Pa-Mo-6877,2025-07-22,,Paid Social,Mobile,/,31,17
S20250722-Em-De-5127,2025-07-22,,Email,Desktop,/,16,3
S20250722-Em-Mo-9331,2025-07-22,,Email,Mobile,/,46,8
S20250722-Or-De-1057,2025-07-22,,Organic,Desktop,/,12,3
S20250722-Or-Mo-4496,2025-07-22,,Organic,Mobile,/,154,49
S20250722-Re-De-4678,2025-07-22,,Referral,Desktop,/,0,0
S20250722-Re-Mo-1998,2025-07-22,,Referral,Mobile,/,32,8
S20250723-Pa-De-1540,2025-07-23,,Paid Search,Desktop,/,94,29
S20250723-Pa-Mo-6945,2025-07-23,,Paid Search,Mobile,/,45,14
S20250723-Pa-De-8645,2025-07-23,,Paid Social,Desktop,/,19,9
S20250723-Pa-Mo-6740,2025-07-23,,Paid Social,Mobile,/,114,52
S20250723-Em-De-3578,2025-07-23,,Email,Desktop,/,6,1
S20250723-Em-Mo-2026,2025-07-23,,Email,Mobile,/,57,19
S20250723-Or-De-7604,2025-07-23,,Organic,Desktop,/,40,13
S20250723-Or-Mo-6789,2025-07-23,,Organic,Mobile,/,111,38
S20250723-Re-De-6261,2025-07-23,,Referral,Desktop,/,16,3
S20250723-Re-Mo-5268,2025-07-23,,Referral,Mobile,/,19,4
S20250724-Pa-De-3552,2025-07-24,,Paid Search,Desktop,/,88,32
S20250724-Pa-Mo-2482,2025-07-24,,Paid Search,Mobile,/,87,32
S20250724-Pa-De-9935,2025-07-24,,Paid Social,Desktop,/,62,32
S20250724-Pa-Mo-7566,2025-07-24,,Paid Social,Mobile,/,64,33
S20250724-Em-De-6389,2025-07-24,,Email,Desktop,/,8,1
S20250724-Em-Mo-2318,2025-07-24,,Email,Mobile,/,61,15
S20250724-Or-De-2039,2025-07-24,,Organic,Desktop,/,16,5
S20250724-Or-Mo-4904,2025-07-24,,Organic,Mobile,/,156,57
S20250724-Re-De-5996,2025-07-24,,Referral,Desktop,/,18,4
S20250724-Re-Mo-7569,2025-07-24,,Referral,Mobile,/,24,5
S20250725-Pa-De-6999,2025-07-25,,Paid Search,Desktop,/,15,4
S20250725-Pa-Mo-5197,2025-07-25,,Paid Search,Mobile,/,138,45
S20250725-Pa-De-7597,2025-07-25,,Paid Social,Desktop,/,47,24
S20250725-Pa-Mo-2407,2025-07-25,,Paid Social,Mobile,/,77,40
S20250725-Em-De-1134,2025-07-25,,Email,Desktop,/,2,0
S20250725-Em-Mo-3859,2025-07-25,,Email,Mobile,/,57,17
S20250725-Or-De-6298,2025-07-25,,Organic,Desktop,/,55,16
S20250725-Or-Mo-7814,2025-07-25,,Organic,Mobile,/,95,28
S20250725-Re-De-5480,2025-07-25,,Referral,Desktop,/,2,0
S20250725-Re-Mo-7619,2025-07-25,,Referral,Mobile,/,37,9
S20250726-Pa-De-3369,2025-07-26,,Paid Search,Desktop,/,84,30
S20250726-Pa-Mo-5065,2025-07-26,,Paid Search,Mobile,/,134,47
S20250726-Pa-De-8245,2025-07-26,,Paid Social,Desktop,/,97,51
S20250726-Pa-Mo-1989,2025-07-26,,Paid Social,Mobile,/,108,56
S20250726-Em-De-2620,2025-07-26,,Email,Desktop,/,10,2
S20250726-Em-Mo-5649,2025-07-26,,Email,Mobile,/,83,22
S20250726-Or-De-5010,2025-07-26,,Organic,Desktop,/,8,2
S20250726-Or-Mo-7665,2025-07-26,,Organic,Mobile,/,212,67
S20250726-Re-De-3536,2025-07-26,,Referral,Desktop,/,21,6
S20250726-Re-Mo-4259,2025-07-26,,Referral,Mobile,/,39,12
S20250727-Pa-De-1453,2025-07-27,,Paid Search,Desktop,/,83,25
S20250727-Pa-Mo-3734,2025-07-27,,Paid Search,Mobile,/,91,27
S20250727-Pa-De-9388,2025-07-27,,Paid Social,Desktop,/,65,29
S20250727-Pa-Mo-8807,2025-07-27,,Paid Social,Mobile,/,91,41
S20250727-Em-De-8877,2025-07-27,,Email,Desktop,/,27,7
S20250727-Em-Mo-3545,2025-07-27,,Email,Mobile,/,49,14
S20250727-Or-De-7520,2025-07-27,,Organic,Desktop,/,122,45
S20250727-Or-Mo-1544,2025-07-27,,Organic,Mobile,/,40,14
S20250727-Re-De-7860,2025-07-27,,Referral,Desktop,/,15,2
S20250727-Re-Mo-6435,2025-07-27,,Referral,Mobile,/,37,5
S20250728-Pa-De-8203,2025-07-28,,Paid Search,Desktop,/,36,12
S20250728-Pa-Mo-5641,2025-07-28,,Paid Search,Mobile,/,157,53
S20250728-Pa-De-4202,2025-07-28,,Paid Social,Desktop,/,58,28
S20250728-Pa-Mo-9573,2025-07-28,,Paid Social,Mobile,/,89,44
S20250728-Em-De-4256,2025-07-28,,Email,Desktop,/,25,3
S20250728-Em-Mo-5019,2025-07-28,,Email,Mobile,/,31,4
S20250728-Or-De-5971,2025-07-28,,Organic,Desktop,/,73,27
S20250728-Or-Mo-8695,2025-07-28,,Organic,Mobile,/,99,36
S20250728-Re-De-6521,2025-07-28,,Referral,Desktop,/,1,0
S20250728-Re-Mo-4472,2025-07-28,,Referral,Mobile,/,37,11
S20250729-Pa-De-6802,2025-07-29,,Paid Search,Desktop,/,18,6
S20250729-Pa-Mo-1544,2025-07-29,,Paid Search,Mobile,/,121,44
S20250729-Pa-De-8551,2025-07-29,,Paid Social,Desktop,/,50,21
S20250729-Pa-Mo-5411,2025-07-29,,Paid Social,Mobile,/,77,33
S20250729-Em-De-6200,2025-07-29,,Email,Desktop,/,0,0
S20250729-Em-Mo-5067,2025-07-29,,Email,Mobile,/,70,19
S20250729-Or-De-9221,2025-07-29,,Organic,Desktop,/,39,11
S20250729-Or-Mo-4493,2025-07-29,,Organic,Mobile,/,84,24
S20250729-Re-De-2963,2025-07-29,,Referral,Desktop,/,3,0
S20250729-Re-Mo-4166,2025-07-29,,Referral,Mobile,/,25,5
S20250730-Pa-De-5313,2025-07-30,,Paid Search,Desktop,/,85,36
S20250730-Pa-Mo-2076,2025-07-30,,Paid Search,Mobile,/,39,16
S20250730-Pa-De-5699,2025-07-30,,Paid Social,Desktop,/,74,41
S20250730-Pa-Mo-8081,2025-07-30,,Paid Social,Mobile,/,49,28
S20250730-Em-De-2197,2025-07-30,,Email,Desktop,/,15,5
S20250730-Em-Mo-2904,2025-07-30,,Email,Mobile,/,30,10
S20250730-Or-De-6758,2025-07-30,,Organic,Desktop,/,22,7
S20250730-Or-Mo-3921,2025-07-30,,Organic,Mobile,/,106,36
S20250730-Re-De-4914,2025-07-30,,Referral,Desktop,/,13,4
S20250730-Re-Mo-4722,2025-07-30,,Referral,Mobile,/,18,5
S20250731-Pa-De-2713,2025-07-31,,Paid Search,Desktop,/,5,2
S20250731-Pa-Mo-8872,2025-07-31,,Paid Search,Mobile,/,117,44
S20250731-Pa-De-1833,2025-07-31,,Paid Social,Desktop,/,34,14
S20250731-Pa-Mo-5106,2025-07-31,,Paid Social,Mobile,/,105,45
S20250731-Em-De-1212,2025-07-31,,Email,Desktop,/,17,4
S20250731-Em-Mo-7411,2025-07-31,,Email,Mobile,/,45,12
S20250731-Or-De-1840,2025-07-31,,Organic,Desktop,/,23,7
S20250731-Or-Mo-2341,2025-07-31,,Organic,Mobile,/,120,35
S20250731-Re-De-8675,2025-07-31,,Referral,Desktop,/,2,0
S20250731-Re-Mo-7457,2025-07-31,,Referral,Mobile,/,35,7
S20250801-Pa-De-9471,2025-08-01,,Paid Search,Desktop,/,19,8
S20250801-Pa-Mo-2193,2025-08-01,,Paid Search,Mobile,/,111,45
S20250801-Pa-De-1044,2025-08-01,,Paid Social,Desktop,/,56,28
S20250801-Pa-Mo-3085,2025-08-01,,Paid Social,Mobile,/,41,20
S20250801-Em-De-7223,2025-08-01,,Email,Desktop,/,7,2
S20250801-Em-Mo-5323,2025-08-01,,Email,Mobile,/,59,19
S20250801-Or-De-6026,2025-08-01,,Organic,Desktop,/,86,32
S20250801-Or-Mo-3842,2025-08-01,,Organic,Mobile,/,55,20
S20250801-Re-De-5755,2025-08-01,,Referral,Desktop,/,5,2
S20250801-Re-Mo-2517,2025-08-01,,Referral,Mobile,/,25,9
S20250802-Pa-De-2343,2025-08-02,,Paid Search,Desktop,/,31,12
S20250802-Pa-Mo-6490,2025-08-02,,Paid Search,Mobile,/,152,62
S20250802-Pa-De-6379,2025-08-02,,Paid Social,Desktop,/,64,29
S20250802-Pa-Mo-6970,2025-08-02,,Paid Social,Mobile,/,114,53
S20250802-Em-De-9540,2025-08-02,,Email,Desktop,/,10,3
S20250802-Em-Mo-9828,2025-08-02,,Email,Mobile,/,54,18
S20250802-Or-De-9923,2025-08-02,,Organic,Desktop,/,67,25
S20250802-Or-Mo-7528,2025-08-02,,Organic,Mobile,/,105,39
S20250802-Re-De-5073,2025-08-02,,Referral,Desktop,/,37,10
S20250802-Re-Mo-3894,2025-08-02,,Referral,Mobile,/,7,1
S20250803-Pa-De-1535,2025-08-03,,Paid Search,Desktop,/,167,62
S20250803-Pa-Mo-8500,2025-08-03,,Paid Search,Mobile,/,73,27
S20250803-Pa-De-7241,2025-08-03,,Paid Social,Desktop,/,36,17
S20250803-Pa-Mo-7472,2025-08-03,,Paid Social,Mobile,/,179,88
S20250803-Em-De-1592,2025-08-03,,Email,Desktop,/,45,14
S20250803-Em-Mo-1497,2025-08-03,,Email,Mobile,/,51,15
S20250803-Or-De-4642,2025-08-03,,Organic,Desktop,/,2,0
S20250803-Or-Mo-4655,2025-08-03,,Organic,Mobile,/,269,96
S20250803-Re-De-6067,2025-08-03,,Referral,Desktop,/,52,18
S20250803-Re-Mo-8123,2025-08-03,,Referral,Mobile,/,13,4
S20250804-Pa-De-8078,2025-08-04,,Paid Search,Desktop,/,17,6
S20250804-Pa-Mo-2288,2025-08-04,,Paid Search,Mobile,/,109,38
S20250804-Pa-De-1303,2025-08-04,,Paid Social,Desktop,/,9,5
S20250804-Pa-Mo-7486,2025-08-04,,Paid Social,Mobile,/,108,56
S20250804-Em-De-6350,2025-08-04,,Email,Desktop,/,25,5
S20250804-Em-Mo-5133,2025-08-04,,Email,Mobile,/,38,8
S20250804-Or-De-8241,2025-08-04,,Organic,Desktop,/,42,15
S20250804-Or-Mo-3987,2025-08-04,,Organic,Mobile,/,126,46
S20250804-Re-De-4296,2025-08-04,,Referral,Desktop,/,28,6
S20250804-Re-Mo-4313,2025-08-04,,Referral,Mobile,/,12,2
S20250805-Pa-De-7664,2025-08-05,,Paid Search,Desktop,/,19,7
S20250805-Pa-Mo-8307,2025-08-05,,Paid Search,Mobile,/,101,37
S20250805-Pa-De-2761,2025-08-05,,Paid Social,Desktop,/,9,4
S20250805-Pa-Mo-1956,2025-08-05,,Paid Social,Mobile,/,108,47
S20250805-Em-De-2619,2025-08-05,,Email,Desktop,/,47,13
S20250805-Em-Mo-2793,2025-08-05,,Email,Mobile,/,9,2
S20250805-Or-De-9203,2025-08-05,,Organic,Desktop,/,24,7
S20250805-Or-Mo-6209,2025-08-05,,Organic,Mobile,/,106,33
S20250805-Re-De-9291,2025-08-05,,Referral,Desktop,/,22,5
S20250805-Re-Mo-7471,2025-08-05,,Referral,Mobile,/,10,2
S20250806-Pa-De-8618,2025-08-06,,Paid Search,Desktop,/,28,10
S20250806-Pa-Mo-4380,2025-08-06,,Paid Search,Mobile,/,101,35
S20250806-Pa-De-6365,2025-08-06,,Paid Social,Desktop,/,58,29
S20250806-Pa-Mo-3871,2025-08-06,,Paid Social,Mobile,/,45,22
S20250806-Em-De-3970,2025-08-06,,Email,Desktop,/,8,1
S20250806-Em-Mo-5908,2025-08-06,,Email,Mobile,/,53,12
S20250806-Or-De-9866,2025-08-06,,Organic,Desktop,/,24,10
S20250806-Or-Mo-1048,2025-08-06,,Organic,Mobile,/,65,26
S20250806-Re-De-9421,2025-08-06,,Referral,Desktop,/,3,0
S20250806-Re-Mo-8806,2025-08-06,,Referral,Mobile,/,25,6
S20250807-Pa-De-1942,2025-08-07,,Paid Search,Desktop,/,17,5
S20250807-Pa-Mo-9827,2025-08-07,,Paid Search,Mobile,/,108,36
S20250807-Pa-De-2041,2025-08-07,,Paid Social,Desktop,/,31,14
S20250807-Pa-Mo-6112,2025-08-07,,Paid Social,Mobile,/,66,32
S20250807-Em-De-2260,2025-08-07,,Email,Desktop,/,26,4
S20250807-Em-Mo-4203,2025-08-07,,Email,Mobile,/,29,5
S20250807-Or-De-1244,2025-08-07,,Organic,Desktop,/,76,27
S20250807-Or-Mo-5572,2025-08-07,,Organic,Mobile,/,41,14
S20250807-Re-De-1510,2025-08-07,,Referral,Desktop,/,22,6
S20250807-Re-Mo-6968,2025-08-07,,Referral,Mobile,/,5,1
S20250808-Pa-De-4679,2025-08-08,,Paid Search,Desktop,/,43,13
S20250808-Pa-Mo-9089,2025-08-08,,Paid Search,Mobile,/,115,37
S20250808-Pa-De-3727,2025-08-08,,Paid Social,Desktop,/,124,55
S20250808-Pa-Mo-1376,2025-08-08,,Paid Social,Mobile,/,32,14
S20250808-Em-De-2051,2025-08-08,,Email,Desktop,/,11,2
S20250808-Em-Mo-9820,2025-08-08,,Email,Mobile,/,36,9
S20250808-Or-De-4424,2025-08-08,,Organic,Desktop,/,48,16
S20250808-Or-Mo-7725,2025-08-08,,Organic,Mobile,/,123,43
S20250808-Re-De-4386,2025-08-08,,Referral,Desktop,/,19,5
S20250808-Re-Mo-4067,2025-08-08,,Referral,Mobile,/,32,9
S20250809-Pa-De-9277,2025-08-09,,Paid Search,Desktop,/,3,1
S20250809-Pa-Mo-1522,2025-08-09,,Paid Search,Mobile,/,286,107
S20250809-Pa-De-7768,2025-08-09,,Paid Social,Desktop,/,29,12
S20250809-Pa-Mo-3588,2025-08-09,,Paid Social,Mobile,/,195,86
S20250809-Em-De-1158,2025-08-09,,Email,Desktop,/,66,19
S20250809-Em-Mo-3619,2025-08-09,,Email,Mobile,/,42,13
S20250809-Or-De-5288,2025-08-09,,Organic,Desktop,/,30,11
S20250809-Or-Mo-9116,2025-08-09,,Organic,Mobile,/,213,76
S20250809-Re-De-5747,2025-08-09,,Referral,Desktop,/,16,3
S20250809-Re-Mo-8154,2025-08-09,,Referral,Mobile,/,57,13
S20250810-Pa-De-5127,2025-08-10,,Paid Search,Desktop,/,96,38
S20250810-Pa-Mo-8016,2025-08-10,,Paid Search,Mobile,/,46,18
S20250810-Pa-De-3173,2025-08-10,,Paid Social,Desktop,/,81,39
S20250810-Pa-Mo-1037,2025-08-10,,Paid Social,Mobile,/,70,34
S20250810-Em-De-4302,2025-08-10,,Email,Desktop,/,21,5
S20250810-Em-Mo-9511,2025-08-10,,Email,Mobile,/,46,10
S20250810-Or-De-6635,2025-08-10,,Organic,Desktop,/,60,19
S20250810-Or-Mo-4847,2025-08-10,,Organic,Mobile,/,85,26
S20250810-Re-De-4964,2025-08-10,,Referral,Desktop,/,5,1
S20250810-Re-Mo-5611,2025-08-10,,Referral,Mobile,/,37,12
S20250811-Pa-De-4481,2025-08-11,,Paid Search,Desktop,/,71,27
S20250811-Pa-Mo-9966,2025-08-11,,Paid Search,Mobile,/,112,42
S20250811-Pa-De-3312,2025-08-11,,Paid Social,Desktop,/,25,13
S20250811-Pa-Mo-4474,2025-08-11,,Paid Social,Mobile,/,128,67
S20250811-Em-De-8546,2025-08-11,,Email,Desktop,/,65,24
S20250811-Em-Mo-5987,2025-08-11,,Email,Mobile,/,15,5
S20250811-Or-De-2009,2025-08-11,,Organic,Desktop,/,92,29
S20250811-Or-Mo-3272,2025-08-11,,Organic,Mobile,/,102,31
S20250811-Re-De-3263,2025-08-11,,Referral,Desktop,/,5,1
S20250811-Re-Mo-1282,2025-08-11,,Referral,Mobile,/,30,6
S20250812-Pa-De-7874,2025-08-12,,Paid Search,Desktop,/,4,2
S20250812-Pa-Mo-8502,2025-08-12,,Paid Search,Mobile,/,122,49
S20250812-Pa-De-5436,2025-08-12,,Paid Social,Desktop,/,87,42
S20250812-Pa-Mo-1703,2025-08-12,,Paid Social,Mobile,/,19,9
S20250812-Em-De-4957,2025-08-12,,Email,Desktop,/,20,4
S20250812-Em-Mo-5590,2025-08-12,,Email,Mobile,/,38,9
S20250812-Or-De-2861,2025-08-12,,Organic,Desktop,/,23,9
S20250812-Or-Mo-5852,2025-08-12,,Organic,Mobile,/,107,41
S20250812-Re-De-6508,2025-08-12,,Referral,Desktop,/,4,1
S20250812-Re-Mo-5668,2025-08-12,,Referral,Mobile,/,30,7
S20250813-Pa-De-9139,2025-08-13,,Paid Search,Desktop,/,20,7
S20250813-Pa-Mo-4659,2025-08-13,,Paid Search,Mobile,/,112,42
S20250813-Pa-De-2057,2025-08-13,,Paid Social,Desktop,/,74,31
S20250813-Pa-Mo-3054,2025-08-13,,Paid Social,Mobile,/,49,20
S20250813-Em-De-8849,2025-08-13,,Email,Desktop,/,9,2
S20250813-Em-Mo-5417,2025-08-13,,Email,Mobile,/,50,16
S20250813-Or-De-8537,2025-08-13,,Organic,Desktop,/,61,22
S20250813-Or-Mo-3278,2025-08-13,,Organic,Mobile,/,80,29
S20250813-Re-De-1888,2025-08-13,,Referral,Desktop,/,1,0
S20250813-Re-Mo-6948,2025-08-13,,Referral,Mobile,/,38,8
S20250814-Pa-De-1677,2025-08-14,,Paid Search,Desktop,/,20,6
S20250814-Pa-Mo-9087,2025-08-14,,Paid Search,Mobile,/,88,27
S20250814-Pa-De-7315,2025-08-14,,Paid Social,Desktop,/,42,24
S20250814-Pa-Mo-6624,2025-08-14,,Paid Social,Mobile,/,59,32
S20250814-Em-De-7092,2025-08-14,,Email,Desktop,/,0,0
S20250814-Em-Mo-8980,2025-08-14,,Email,Mobile,/,54,12
S20250814-Or-De-4993,2025-08-14,,Organic,Desktop,/,33,10
S20250814-Or-Mo-4708,2025-08-14,,Organic,Mobile,/,63,20
S20250814-Re-De-5880,2025-08-14,,Referral,Desktop,/,11,3
S20250814-Re-Mo-6588,2025-08-14,,Referral,Mobile,/,20,7
S20250815-Pa-De-5137,2025-08-15,,Paid Search,Desktop,/,19,9
S20250815-Pa-Mo-5136,2025-08-15,,Paid Search,Mobile,/,92,44
S20250815-Pa-De-9207,2025-08-15,,Paid Social,Desktop,/,13,6
S20250815-Pa-Mo-8383,2025-08-15,,Paid Social,Mobile,/,85,40
S20250815-Em-De-3857,2025-08-15,,Email,Desktop,/,0,0
S20250815-Em-Mo-5349,2025-08-15,,Email,Mobile,/,43,15
S20250815-Or-De-8244,2025-08-15,,Organic,Desktop,/,2,0
S20250815-Or-Mo-1878,2025-08-15,,Organic,Mobile,/,119,43
S20250815-Re-De-9462,2025-08-15,,Referral,Desktop,/,8,3
S20250815-Re-Mo-6636,2025-08-15,,Referral,Mobile,/,27,10
S20250816-Pa-De-1851,2025-08-16,,Paid Search,Desktop,/,13,5
S20250816-Pa-Mo-1859,2025-08-16,,Paid Search,Mobile,/,114,44
S20250816-Pa-De-1243,2025-08-16,,Paid Social,Desktop,/,23,11
S20250816-Pa-Mo-5037,2025-08-16,,Paid Social,Mobile,/,105,53
S20250816-Em-De-8701,2025-08-16,,Email,Desktop,/,11,3
S20250816-Em-Mo-8795,2025-08-16,,Email,Mobile,/,46,15
S20250816-Or-De-5570,2025-08-16,,Organic,Desktop,/,62,20
S20250816-Or-Mo-3452,2025-08-16,,Organic,Mobile,/,88,28
S20250816-Re-De-4340,2025-08-16,,Referral,Desktop,/,33,10
S20250816-Re-Mo-4844,2025-08-16,,Referral,Mobile,/,11,3
S20250817-Pa-De-4483,2025-08-17,,Paid Search,Desktop,/,55,22
S20250817-Pa-Mo-4019,2025-08-17,,Paid Search,Mobile,/,76,31
S20250817-Pa-De-9666,2025-08-17,,Paid Social,Desktop,/,88,49
S20250817-Pa-Mo-5269,2025-08-17,,Paid Social,Mobile,/,48,26
S20250817-Em-De-1158,2025-08-17,,Email,Desktop,/,30,12
S20250817-Em-Mo-7741,2025-08-17,,Email,Mobile,/,19,8
S20250817-Or-De-7670,2025-08-17,,Organic,Desktop,/,79,25
S20250817-Or-Mo-9192,2025-08-17,,Organic,Mobile,/,47,14
S20250817-Re-De-9889,2025-08-17,,Referral,Desktop,/,27,3
S20250817-Re-Mo-3419,2025-08-17,,Referral,Mobile,/,6,1
S20250818-Pa-De-6085,2025-08-18,,Paid Search,Desktop,/,19,6
S20250818-Pa-Mo-6646,2025-08-18,,Paid Search,Mobile,/,106,34
S20250818-Pa-De-3979,2025-08-18,,Paid Social,Desktop,/,11,5
S20250818-Pa-Mo-4605,2025-08-18,,Paid Social,Mobile,/,105,48
S20250818-Em-De-7673,2025-08-18,,Email,Desktop,/,1,0
S20250818-Em-Mo-4729,2025-08-18,,Email,Mobile,/,52,12
S20250818-Or-De-3193,2025-08-18,,Organic,Desktop,/,49,18
S20250818-Or-Mo-9082,2025-08-18,,Organic,Mobile,/,78,30
S20250818-Re-De-1510,2025-08-18,,Referral,Desktop,/,6,1
S20250818-Re-Mo-7162,2025-08-18,,Referral,Mobile,/,26,8
S20250819-Pa-De-6819,2025-08-19,,Paid Search,Desktop,/,118,45
S20250819-Pa-Mo-7742,2025-08-19,,Paid Search,Mobile,/,48,19
S20250819-Pa-De-4849,2025-08-19,,Paid Social,Desktop,/,38,16
S20250819-Pa-Mo-2777,2025-08-19,,Paid Social,Mobile,/,83,36
S20250819-Em-De-8948,2025-08-19,,Email,Desktop,/,50,14
S20250819-Em-Mo-3592,2025-08-19,,Email,Mobile,/,36,10
S20250819-Or-De-4343,2025-08-19,,Organic,Desktop,/,2,0
S20250819-Or-Mo-3486,2025-08-19,,Organic,Mobile,/,172,46
S20250819-Re-De-8419,2025-08-19,,Referral,Desktop,/,4,1
S20250819-Re-Mo-9447,2025-08-19,,Referral,Mobile,/,39,13
S20250820-Pa-De-6647,2025-08-20,,Paid Search,Desktop,/,13,5
S20250820-Pa-Mo-7785,2025-08-20,,Paid Search,Mobile,/,127,46
S20250820-Pa-De-5836,2025-08-20,,Paid Social,Desktop,/,21,9
S20250820-Pa-Mo-1459,2025-08-20,,Paid Social,Mobile,/,102,48
S20250820-Em-De-3552,2025-08-20,,Email,Desktop,/,7,1
S20250820-Em-Mo-6378,2025-08-20,,Email,Mobile,/,51,12
S20250820-Or-De-8307,2025-08-20,,Organic,Desktop,/,41,15
S20250820-Or-Mo-6617,2025-08-20,,Organic,Mobile,/,90,32
S20250820-Re-De-7168,2025-08-20,,Referral,Desktop,/,3,1
S20250820-Re-Mo-4475,2025-08-20,,Referral,Mobile,/,24,6
S20250821-Pa-De-9377,2025-08-21,,Paid Search,Desktop,/,132,47
S20250821-Pa-Mo-5438,2025-08-21,,Paid Search,Mobile,/,91,33
S20250821-Pa-De-1560,2025-08-21,,Paid Social,Desktop,/,31,16
S20250821-Pa-Mo-2189,2025-08-21,,Paid Social,Mobile,/,121,63
S20250821-Em-De-3398,2025-08-21,,Email,Desktop,/,56,13
S20250821-Em-Mo-7226,2025-08-21,,Email,Mobile,/,32,8
S20250821-Or-De-5399,2025-08-21,,Organic,Desktop,/,48,14
S20250821-Or-Mo-4226,2025-08-21,,Organic,Mobile,/,172,52
S20250821-Re-De-8578,2025-08-21,,Referral,Desktop,/,21,6
S20250821-Re-Mo-5879,2025-08-21,,Referral,Mobile,/,34,10
S20250822-Pa-De-9166,2025-08-22,,Paid Search,Desktop,/,20,8
S20250822-Pa-Mo-7025,2025-08-22,,Paid Search,Mobile,/,84,36
S20250822-Pa-De-9102,2025-08-22,,Paid Social,Desktop,/,46,24
S20250822-Pa-Mo-4844,2025-08-22,,Paid Social,Mobile,/,50,26
S20250822-Em-De-8179,2025-08-22,,Email,Desktop,/,12,2
S20250822-Em-Mo-2510,2025-08-22,,Email,Mobile,/,37,6
S20250822-Or-De-7768,2025-08-22,,Organic,Desktop,/,17,6
S20250822-Or-Mo-4411,2025-08-22,,Organic,Mobile,/,88,32
S20250822-Re-De-9796,2025-08-22,,Referral,Desktop,/,3,1
S20250822-Re-Mo-7426,2025-08-22,,Referral,Mobile,/,20,7
S20250823-Pa-De-4300,2025-08-23,,Paid Search,Desktop,/,70,24
S20250823-Pa-Mo-5004,2025-08-23,,Paid Search,Mobile,/,37,13
S20250823-Pa-De-1779,2025-08-23,,Paid Social,Desktop,/,13,7
S20250823-Pa-Mo-3134,2025-08-23,,Paid Social,Mobile,/,98,49
S20250823-Em-De-3534,2025-08-23,,Email,Desktop,/,31,9
S20250823-Em-Mo-3180,2025-08-23,,Email,Mobile,/,26,8
S20250823-Or-De-6485,2025-08-23,,Organic,Desktop,/,27,9
S20250823-Or-Mo-2717,2025-08-23,,Organic,Mobile,/,102,34
S20250823-Re-De-6755,2025-08-23,,Referral,Desktop,/,0,0
S20250823-Re-Mo-7283,2025-08-23,,Referral,Mobile,/,35,9
S20250824-Pa-De-3233,2025-08-24,,Paid Search,Desktop,/,12,3
S20250824-Pa-Mo-6637,2025-08-24,,Paid Search,Mobile,/,171,51
S20250824-Pa-De-2630,2025-08-24,,Paid Social,Desktop,/,30,14
S20250824-Pa-Mo-6060,2025-08-24,,Paid Social,Mobile,/,110,50
S20250824-Em-De-7281,2025-08-24,,Email,Desktop,/,26,6
S20250824-Em-Mo-9558,2025-08-24,,Email,Mobile,/,62,15
S20250824-Or-De-3256,2025-08-24,,Organic,Desktop,/,68,25
S20250824-Or-Mo-5103,2025-08-24,,Organic,Mobile,/,115,41
S20250824-Re-De-2732,2025-08-24,,Referral,Desktop,/,9,3
S20250824-Re-Mo-1814,2025-08-24,,Referral,Mobile,/,29,9
S20250825-Pa-De-4406,2025-08-25,,Paid Search,Desktop,/,4,1
S20250825-Pa-Mo-1946,2025-08-25,,Paid Search,Mobile,/,132,49
S20250825-Pa-De-4403,2025-08-25,,Paid Social,Desktop,/,6,2
S20250825-Pa-Mo-3254,2025-08-25,,Paid Social,Mobile,/,106,51
S20250825-Em-De-8384,2025-08-25,,Email,Desktop,/,23,7
S20250825-Em-Mo-6678,2025-08-25,,Email,Mobile,/,46,14
S20250825-Or-De-1754,2025-08-25,,Organic,Desktop,/,26,10
